fold,eval_set,scope,metric,single_phase_ft,all_real_ft,difference_single_minus_all
5,single_phase,rruff,mae_a,2.8767790042854013,2.9227503795639023,-0.045971375278500926
5,single_phase,rruff,mae_a_med,1.9982826976045684,2.008951200480674,-0.010668502876105546
5,single_phase,rruff,mape_a_med,26.353626877205564,26.714796572597173,-0.3611696953916095
5,single_phase,rruff,mae_b,2.507394424866421,2.5619247409867434,-0.05453031612032255
5,single_phase,rruff,mape_b_med,22.029943213184886,20.94116548613367,1.088777727051216
5,single_phase,rruff,mae_c,4.071285112227555,4.179416919323528,-0.10813180709597336
5,single_phase,rruff,mape_c_med,26.39352148730702,29.240670407805926,-2.847148920498906
5,single_phase,rruff,mae_ang,5.6522047718485044,5.627898821822698,0.02430595002580649
5,single_phase,rruff,mae_vol,627.883067665678,631.8417622970812,-3.9586946314032048
5,single_phase,rruff,mape_vol_med,42.25746726989746,43.34633445739746,-1.0888671875
5,single_phase,opxrd,sys_acc,0.6283185840707964,0.6238938053097345,0.004424778761061954
5,single_phase,opxrd,mae_a,2.7917454126583308,2.973286927884403,-0.1815415152260722
5,single_phase,opxrd,mae_a_med,1.7364684961877193,2.0702792850285614,-0.33381078884084214
5,single_phase,opxrd,mape_a_med,24.856776144576784,27.64435913736768,-2.7875829927908953
5,single_phase,opxrd,mae_b,3.2096046558340583,3.400569252936449,-0.19096459710239078
5,single_phase,opxrd,mape_b_med,25.439947186155273,27.309821293883857,-1.8698741077285845
5,single_phase,opxrd,mae_c,4.036143754317503,4.170204209694496,-0.13406045537699285
5,single_phase,opxrd,mape_c_med,24.53723540063206,26.69390529477889,-2.1566698941468303
5,single_phase,opxrd,mae_ang,4.748422647839162,4.827382549758687,-0.07895990191952507
5,single_phase,opxrd,mae_vol,874.3918356431269,947.8813695148029,-73.48953387167603
5,single_phase,opxrd,mape_vol_med,38.81550598144531,40.12569046020508,-1.3101844787597656
5,multiphase_diagnostic,combined,sys_acc,0.9361702127659575,1.0,-0.06382978723404253
5,multiphase_diagnostic,combined,sg_acc,0.17567567567567569,0.8108108108108109,-0.6351351351351352
5,multiphase_diagnostic,combined,sg_top5,0.25675675675675674,1.0,-0.7432432432432432
5,multiphase_diagnostic,combined,el_f1_micro,0.00894187779433681,0.7570900123304561,-0.7481481345361193
5,multiphase_diagnostic,combined,el_exact,0.0,0.39473684210526316,-0.39473684210526316
5,multiphase_diagnostic,combined,mae_a,0.9239039460474704,0.06706563473520841,0.856838311312262
5,multiphase_diagnostic,combined,mae_a_med,0.853773122054966,0.05744898119464992,0.7963241408603161
5,multiphase_diagnostic,combined,mape_a_med,23.78330644525049,1.5987359980422275,22.184570447208262
5,multiphase_diagnostic,combined,mae_b,1.0655687543067982,0.07791526619656024,0.987653488110238
5,multiphase_diagnostic,combined,mape_b_med,28.762897497503392,1.5165246966601549,27.246372800843236
5,multiphase_diagnostic,combined,mae_c,2.739333029909146,0.1473515599509505,2.5919814699581956
5,multiphase_diagnostic,combined,mape_c_med,76.90792138454059,3.5644901897281773,73.34343119481241
5,multiphase_diagnostic,combined,mae_ang,9.107535874019103,0.8353696183734597,8.272166255645644
5,multiphase_diagnostic,combined,mae_vol,70.12556514334172,2.97386737579995,67.15169776754176
5,multiphase_diagnostic,combined,mape_vol_med,136.41917419433594,4.7063679695129395,131.712806224823
5,multiphase_diagnostic,opxrd,sys_acc,0.9361702127659575,1.0,-0.06382978723404253
5,multiphase_diagnostic,opxrd,sg_acc,0.17567567567567569,0.8108108108108109,-0.6351351351351352
5,multiphase_diagnostic,opxrd,sg_top5,0.25675675675675674,1.0,-0.7432432432432432
5,multiphase_diagnostic,opxrd,el_f1_micro,0.00894187779433681,0.7570900123304561,-0.7481481345361193
5,multiphase_diagnostic,opxrd,el_exact,0.0,0.39473684210526316,-0.39473684210526316
5,multiphase_diagnostic,opxrd,mae_a,0.9239039460474704,0.06706563473520841,0.856838311312262
5,multiphase_diagnostic,opxrd,mae_a_med,0.853773122054966,0.05744898119464992,0.7963241408603161
5,multiphase_diagnostic,opxrd,mape_a_med,23.78330644525049,1.5987359980422275,22.184570447208262
5,multiphase_diagnostic,opxrd,mae_b,1.0655687543067982,0.07791526619656024,0.987653488110238
5,multiphase_diagnostic,opxrd,mape_b_med,28.762897497503392,1.5165246966601549,27.246372800843236
5,multiphase_diagnostic,opxrd,mae_c,2.739333029909146,0.1473515599509505,2.5919814699581956
5,multiphase_diagnostic,opxrd,mape_c_med,76.90792138454059,3.5644901897281773,73.34343119481241
5,multiphase_diagnostic,opxrd,mae_ang,9.107535874019103,0.8353696183734597,8.272166255645644
5,multiphase_diagnostic,opxrd,mae_vol,70.12556514334172,2.97386737579995,67.15169776754176
5,multiphase_diagnostic,opxrd,mape_vol_med,136.41917419433594,4.7063679695129395,131.712806224823
