fold,arm,eval_set,candidate,reference_epochs,optimizer_steps,el_threshold,scope,n,sg_n,sg_acc,sg_top5,sys_n,sys_acc,lat_n,mae_a,mae_b,mae_c,mae_ang,mae_vol,mae_a_med,mape_a_med,mape_b_med,mape_c_med,mape_vol_med,el_n,el_f1_micro,el_exact
4,single_phase_only,single_phase,stronger,11,484,0.3,opxrd,190,0,,,190,0.5578947368421052,190,2.9059765195360763,3.4137126784335914,4.97548207720889,4.742567537491779,984.9494716845061,1.6270631891290943,21.40366207848113,21.9339896131012,25.904918847955564,39.143150329589844,0,,
4,single_phase_only,multiphase_diagnostic,stronger,11,484,0.3,combined,233,125,0.272,0.304,74,0.8648648648648649,74,2.282176184373431,2.6888411822680762,5.188853191281809,4.382251242115137,289.1671266813536,1.9125441099358742,52.83271062340382,61.308852252054095,123.71746290152512,420.0320129394531,232,0.0,0.0
4,single_phase_only,multiphase_diagnostic,stronger,11,484,0.3,rruff,0,0,,,0,,0,,,,,,,,,,,0,,
4,single_phase_only,multiphase_diagnostic,stronger,11,484,0.3,opxrd,233,125,0.272,0.304,74,0.8648648648648649,74,2.282176184373431,2.6888411822680762,5.188853191281809,4.382251242115137,289.1671266813536,1.9125441099358742,52.83271062340382,61.308852252054095,123.71746290152512,420.0320129394531,232,0.0,0.0
5,zero_shot,single_phase,pretrain,0,0,0.5,combined,497,208,0.2403846153846154,0.5336538461538461,491,0.3360488798370672,490,3.6441946464544706,3.3832142991664966,4.721285844392569,5.671616591846942,950.64925426561,2.536802391008033,34.24358299324616,27.96157546148656,33.44857262207903,51.456830978393555,270,0.25418060200668896,0.0
5,zero_shot,single_phase,pretrain,0,0,0.5,rruff,271,208,0.2403846153846154,0.5336538461538461,265,0.39622641509433965,264,3.1751881608267727,2.81206870757253,4.596618090606078,5.97789132800494,690.7253408432007,2.2771925666017934,26.366809229410713,26.24499379751155,36.49982818329616,49.42457389831543,270,0.25418060200668896,0.0
5,zero_shot,single_phase,pretrain,0,0,0.5,opxrd,226,0,,,226,0.26548672566371684,226,4.192060629665588,4.05039322032051,4.866915432886524,5.313844333680078,1254.2771885289555,2.9412606231510154,43.36998725929571,34.58817113020531,32.22993500609621,53.61650848388672,0,,
5,zero_shot,multiphase_diagnostic,pretrain,0,0,0.5,combined,197,74,0.02702702702702703,0.08108108108108109,47,0.1702127659574468,47,1.573957095572968,1.8388093819283438,2.2382785758601016,5.813634405054669,81.77975731707633,1.498446645132391,41.75458062102369,48.76836497847443,56.91628987867247,157.55690002441406,152,0.0,0.0
5,zero_shot,multiphase_diagnostic,pretrain,0,0,0.5,rruff,0,0,,,0,,0,,,,,,,,,,,0,,
5,zero_shot,multiphase_diagnostic,pretrain,0,0,0.5,opxrd,197,74,0.02702702702702703,0.08108108108108109,47,0.1702127659574468,47,1.573957095572968,1.8388093819283438,2.2382785758601016,5.813634405054669,81.77975731707633,1.498446645132391,41.75458062102369,48.76836497847443,56.91628987867247,157.55690002441406,152,0.0,0.0
